Biodiversity Policy,Climate Change Policy,Company,Company Id,Country,Date,Emissions Reduction Initiatives,Energy Efficiency Policy,Equal Opportunity Policy,Fair Remuneration Policy,Fiscal Year,Gender Pay Gap Breakout,Health Safety Policy,Human Rights Policy,Industry,Industry 2,Industry 3,Industry 4,Nb of Environmental Fines,Risks of Climate Change Discussed,Waste Reduction Policy,Water Policy,Years Auditor Employed,CO2 Emissions,CO2 per Sales,Direct CO2 Emissions,Energy Consumption,ESG Score,Indirect CO2 Emissions,Market Cap,Nb Fatalities,Nb of Employees,Pct Women in Management,Pct Women on Board,Row Id,Waste
N,N,Company 1557,1557,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Communications,Media,Entertainment Content,Film & TV,N.A.,N,N,N,48,274.613,25.461,139.062,,15.73,135.551,29293.6571,,17866.631,,0.134987238,642,
N,N,Company 1648,1648,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Communications,Media,Internet Media & Services,Internet Media & Services,N.A.,N,N,N,1,6.308,8.268,3.289,,18.77,3.019,27606.0572,,2852.118,0.266,0.089130441,47,
N,N,Company 219,219,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Communications,Media,Internet Media & Services,Internet Media & Services,N.A.,N,N,N,20,7.429,5.025,3.852,136.6,20.33,3.577,84746.8933,,24120.624,,0.148760896,9453,
N,N,Company 1178,1178,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Consumer Discretionary,Consumer Discretionary Products,Home Construction,Homebuilding,N.A.,N,N,N,34,76.604,6.29,38.098,,16.3,38.506,14245.537,,4918.857,,0.058361558,3176,
N,N,Company 322,322,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Casinos & Gaming,N.A.,N,N,N,27,15.005,203.674,7.891,,12.44,7.114,6814.9383,,3729.168,,0,8797,
N,N,Company 242,242,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Home Products Stores,N.A.,N,N,N,15,23.189,16.237,12.122,,15.72,11.067,9045.3556,,16680.016,,0,9309,
N,N,Company 1519,1519,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Other Spec Retail - Discr,N.A.,N,N,N,18,13.611,31.798,7.409,,17.38,6.202,20729.3974,,34763.47,,0.356448062,896,
N,N,Company 247,247,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Specialty Apparel Stores,N.A.,N,N,N,27,29.557,32.208,13.825,,13.26,15.732,23219.4228,,38220.003,,0.187839260,9276,
N,N,Company 568,568,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,N,N,13,13.976,23.544,6.937,,14.52,7.039,12929.8714,,9280.166,,0.201523539,7209,
N,N,Company 332,332,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Financials,Banking,Banking,Banks,N.A.,N,N,N,14,8.31,11.402,4.005,,19.02,4.305,16635.7337,,17115.586,,0.173875947,8729,
N,N,Company 557,557,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Financials,Financial Services,Specialty Finance,Mortgage Finance,N.A.,N,N,N,25,22.01,2.971,11.526,,18.13,10.484,16452.0267,,27084.642,,0.135939485,7283,
N,N,Company 622,622,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Financials,Insurance,Insurance,Life Insurance,N.A.,N,N,N,14,3.976,2.157,1.979,,17.33,1.997,8278.9323,,3438.961,,0.130881687,6862,
N,N,Company 1277,1277,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,17,8.507,30.72,4.204,,17.14,4.303,34089.9591,,1205.638,,0.076069584,2502,
N,N,Company 1067,1067,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,2,9.531,197.254,4.301,,20.66,5.23,17383.5556,,337.417,,0,3897,
N,N,Company 718,718,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,2,19.29,265191.819,10.172,,17.67,9.118,3019.2578,,159.82,,0,6222,
N,N,Company 189,189,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,N.A.,N,N,N,6,317.024,40.308,160.206,,13.83,156.818,10457.7499,,22785.278,,0.113692727,9649,
N,N,Company 747,747,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Medical Equipment,N.A.,N,N,N,3,31.346,27.602,15.408,,12.68,15.938,123684.6112,,4035.908,,0.191849533,6028,
N,N,Company 372,372,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Health Care Supplies,N.A.,N,N,N,30,83.846,91.576,43.004,,12.95,40.842,18304.1658,,12108.911,,0.160081161,8464,
N,N,Company 1069,1069,Dominican Republic,01-Jan-17,N,N,Y,N,2017,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Medical Devices,N.A.,N,N,N,11,3.418,46.653,1.721,,12.36,1.697,12882.5249,,461.311,,0,3884,
N,N,Company 272,272,France,01-Jan-17,N,N,Y,N,2017,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Health Care Supplies,N.A.,N,N,N,3,5.72,9.17,2.884,,11.54,2.836,22928.9849,,2750.615,,0.328808911,9110,
N,N,Company 932,932,Japan,01-Jan-17,N,N,Y,N,2017,N,Y,N,Health Care,Health Care,Health Care Facilities & Svcs,Managed Care,N.A.,N,N,N,N.A.,0.415,1.081,0.205,,18.94,0.21,6192.9327,,2877.993,0.334,0.430476657,4802,
N,N,Company 1439,1439,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Industrials,Industrial Products,Aerospace & Defense,Aircraft & Parts,N.A.,N,N,N,2,135.846,51.041,62.856,,17.28,72.99,19545.3889,,9109.86,,0.125538871,1425,
N,N,Company 602,602,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,N.A.,N,N,N,1,84.547,29.746,41.206,,12.71,43.341,23162.7208,,4221.555,,0.06454453,6992,
N,N,Company 1559,1559,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Real Estate,Real Estate,REIT,Gaming REIT,N.A.,N,N,N,1,207.672,3090.804,100.717,,13.92,106.955,14512.3749,,141.508,,0,632,
N,N,Company 1372,1372,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Real Estate,Real Estate,REIT,Retail REIT,N.A.,N,N,N,5,45.522,142.249,22.971,,15.38,22.551,9216.8151,,77.801,,0.200536841,1881,
N,N,Company 577,577,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Technology,Software & Tech Services,Software,Infrastructure Software,N.A.,N,N,N,13,4.259,10.041,2.13,,13.77,2.129,41257.7602,,5764.408,,0.111961738,7153,
N,N,Company 297,297,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,46,6.237,23.578,3.427,,10.43,2.81,14841.3057,,4070.522,,0,8958,
N,N,Company 1129,1129,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,7,7.735,38.84,3.916,,13.5,3.819,32368.1163,,2256.86,,0,3493,
N,N,Company 509,509,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Technology,Software & Tech Services,Technology Services,Information Services,N.A.,N,N,N,13,21.781,19.758,11.199,,15.9,10.582,36184.7291,,9709.91,,0.138826791,7587,
N,N,Company 599,599,Argentina,01-Jan-17,N,N,Y,N,2017,N,Y,N,Technology,Software & Tech Services,Technology Services,Information Services,N.A.,N,N,N,15,6.598,17.88,3.252,,14.85,3.346,28738.9121,,15040.553,,0.255733949,7012,
N,N,Company 1628,1628,China,01-Jan-17,N,N,Y,N,2017,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,1,4.804,29.038,2.428,,12.29,2.376,15387.6229,,1920.01,,0.212573742,183,
N,N,Company 1309,1309,Hungary,01-Jan-17,N,N,Y,N,2017,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,7,0.981,1.108,0.478,,16.93,0.503,209369.5886,,,,0.120513406,2285,
N,N,Company 249,249,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Communications,Media,Cable & Satellite,Cable & Satellite,N.A.,N,N,N,4,22.179,52.635,11.005,,16.06,11.174,12177.9699,,1937.994,,0.334318669,9262,
N,N,Company 1557,1557,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Communications,Media,Entertainment Content,Film & TV,N.A.,N,N,N,44,409.508,14.295,191.265,,12.74,218.243,29523.5636,,19216.182,,0.526309824,641,
N,N,Company 1648,1648,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Communications,Media,Internet Media & Services,Internet Media & Services,N.A.,N,N,N,2,7.883,6.657,4.209,,23.12,3.674,22855.8603,,4312.128,0.171,0.186711720,46,
N,N,Company 202,202,Egypt,01-Jan-18,N,N,Y,N,2018,N,Y,N,Communications,Telecommunications,Telecommunications,Wireline Telecommunications,N.A.,N,N,N,N.A.,37.948,39.602,18.24,,17.23,19.708,2639.8471,,5647.039,,0.125267928,9566,
N,N,Company 1178,1178,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Consumer Discretionary,Consumer Discretionary Products,Home Construction,Homebuilding,N.A.,N,N,N,34,55.762,3.223,30.928,,13.14,24.834,11646.1618,,4576.983,,0.111901018,3175,
N,N,Company 322,322,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Casinos & Gaming,N.A.,N,N,N,26,32.449,104.811,15.582,,12.55,16.867,6090.8943,,3525.807,,0.096212263,8796,
N,N,Company 242,242,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Home Products Stores,N.A.,N,N,N,18,25.442,17.179,12.955,,13.59,12.487,11670.4525,,15223.343,,0,9308,
N,N,Company 1519,1519,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Other Spec Retail - Discr,N.A.,N,N,N,20,14.044,25.948,7.111,,20.42,6.933,18045.913,,39622.671,0.6012,0.403602479,895,
N,N,Company 247,247,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Specialty Apparel Stores,N.A.,N,N,N,30,34.401,45.989,16.947,,16.73,17.454,21404.1101,,42646.764,,0.170810046,9275,
N,N,Company 568,568,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,N,N,14,10.306,33.355,5.077,,17.2,5.229,9989.2143,,12935.644,,0.146078653,7208,
N,N,Company 492,492,Hungary,01-Jan-18,N,N,Y,N,2018,N,Y,N,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,N.A.,N,N,N,2,1364.224,47.314,683.683,,21.09,680.541,7135.5866,,65335.514,,0.279692468,7695,
N,N,Company 332,332,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Financials,Banking,Banking,Banks,N.A.,N,N,N,16,13.119,19.083,6.599,,18.13,6.52,19076.912,,19683.369,,0.204334923,8728,
N,N,Company 557,557,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Financials,Financial Services,Specialty Finance,Mortgage Finance,N.A.,N,N,N,1,23.422,3.395,11.662,,14.66,11.76,14418.884,,22997.11,,0.092960024,7282,
N,N,Company 622,622,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Financials,Insurance,Insurance,Life Insurance,N.A.,N,N,N,19,4.883,2.553,2.631,,17.33,2.252,8829.2386,,2944.083,,0.251311158,6861,
N,N,Company 917,917,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Financials,Insurance,Insurance,Insurance Brokers & Services,N.A.,N,N,N,21,141.229,8.306,66.264,,19.35,74.965,76126.2678,,58574.412,0.3208,0.155407991,4902,
N,N,Company 1277,1277,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,18,8.527,23.866,4.09,,14.36,4.437,30181.5965,,1112.762,,0.208488299,2501,
N,N,Company 718,718,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,2,18.394,266474.504,8.936,,15.24,9.458,3617.454,,155.09,,0,6221,
N,N,Company 1067,1067,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,3,8.563,314.433,4.171,,17.02,4.392,19651.3708,,424.154,,0.093104236,3896,
N,N,Company 747,747,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Medical Equipment,N.A.,N,N,N,3,56.552,49.115,26.715,,14.45,29.837,127641.0106,,4837.545,,0.133755910,6027,
N,N,Company 372,372,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Health Care Supplies,N.A.,N,N,N,34,80.722,91.956,40.122,,15.89,40.6,20651.4171,,10899.138,,0.124704106,8463,
N,N,Company 1069,1069,Dominican Republic,01-Jan-18,N,N,Y,N,2018,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Medical Devices,N.A.,N,N,N,13,3.994,30.61,1.953,,12.92,2.041,11905.1336,,612.602,,0.19367869,3883,
N,N,Company 602,602,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,N.A.,N,N,N,2,175.665,51.027,96.436,,12.74,79.229,23125.4448,,5159.869,,0.098843994,6991,
N,N,Company 1372,1372,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Real Estate,Real Estate,REIT,Retail REIT,N.A.,N,N,N,5,57.711,376.499,29.533,,13.96,28.178,9511.4888,,84.091,,0.159626401,1880,
N,N,Company 577,577,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Technology,Software & Tech Services,Software,Infrastructure Software,N.A.,N,N,N,14,4.224,7.177,2.06,,15.93,2.164,53498.8409,,6384.394,,0.080546818,7152,
N,N,Company 458,458,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Technology,Software & Tech Services,Software,Infrastructure Software,N.A.,N,N,N,5,1.918,7.591,0.999,,13.19,0.919,11965.6285,,2162.85,,0.243690377,7908,
N,N,Company 297,297,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,59,6.645,26.024,3.303,,17.35,3.342,12670.072,,4093.481,,0.108144277,8957,
N,N,Company 1129,1129,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,9,7.431,25.458,3.945,,17.1,3.486,27464.1285,,3262.328,,0.141161530,3492,
N,N,Company 509,509,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Technology,Software & Tech Services,Technology Services,Information Services,N.A.,N,N,N,12,20.983,18.671,10.265,,17.67,10.718,26506.7978,,9898.399,,0.184343097,7586,
N,N,Company 599,599,Argentina,01-Jan-18,N,N,Y,N,2018,N,Y,N,Technology,Software & Tech Services,Technology Services,Information Services,N.A.,N,N,N,19,6.968,15.594,3.298,,14.78,3.67,24498.739,,16395.507,,0.280763261,7011,
N,N,Company 1628,1628,China,01-Jan-18,N,N,Y,N,2018,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,2,5.314,35.479,2.727,,16.74,2.587,17246.4682,,1947.797,0.2872,0.241406403,182,
N,N,Company 249,249,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Communications,Media,Cable & Satellite,Cable & Satellite,N.A.,N,N,N,4,20.277,34.526,9.757,,14.35,10.52,10569.3384,,2422.579,,0.291416932,9261,
N,N,Company 1557,1557,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Communications,Media,Entertainment Content,Film & TV,N.A.,N,N,N,49,977.656,26.998,482.309,,13.93,495.347,28827.9892,,22627.683,,0.520694942,640,
N,N,Company 242,242,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Home Products Stores,N.A.,N,N,N,16,31.192,20.176,15.091,,13.94,16.101,9834.0853,,14636.419,,0,9307,
N,N,Company 1519,1519,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Other Spec Retail - Discr,N.A.,N,N,N,21,61.935,28.329,31.32,,20.61,30.615,20231.8078,,37459.804,0.4565,0.515207830,894,
N,N,Company 568,568,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,N,N,14,8.069,34.809,4.172,,15.09,3.897,12561.1113,,14901.355,,0.191308191,7207,
N,N,Company 492,492,Hungary,01-Jan-19,N,N,Y,N,2019,N,Y,N,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,N.A.,N,N,N,3,1412.14,64.556,717.447,,16.98,694.693,7549.8205,,67597.668,,0.260116967,7694,
N,N,Company 332,332,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Financials,Banking,Banking,Banks,N.A.,N,N,N,19,25.492,8.818,13.704,154.12,24.93,11.788,15679.75,,16172.055,,0.176041551,8727,
N,N,Company 557,557,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Financials,Financial Services,Specialty Finance,Mortgage Finance,N.A.,N,N,N,1,24.585,4.073,13.29,,14.77,11.295,12513.089,,24596.123,,0.062746975,7281,
N,N,Company 917,917,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Financials,Insurance,Insurance,Insurance Brokers & Services,N.A.,N,N,N,27,41.38,6.445,20.348,,20.79,21.032,88783.7021,,85787.639,0.2085,0.145484715,4901,
N,N,Company 1277,1277,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,15,12.203,25.265,6.237,,12.69,5.966,27929.4774,,1779.355,,0.134022165,2500,
N,N,Company 1067,1067,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,4,9.174,411.477,4.666,,17.92,4.508,17387.1621,,182.738,,0.139295600,3895,
N,N,Company 718,718,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,4,18.864,281267.77,10.238,,18.08,8.626,4287.4797,,141.641,,0.140580941,6220,
N,N,Company 372,372,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Health Care Supplies,N.A.,N,N,N,32,74.407,125.075,37.641,,13.02,36.766,25601.5937,,13144.686,,0.213029733,8462,
N,N,Company 1069,1069,Dominican Republic,01-Jan-19,N,N,Y,N,2019,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Medical Devices,N.A.,N,N,N,13,3.986,20.633,1.989,,14.28,1.997,14663.7087,,883.386,,0.214399509,3882,
N,N,Company 602,602,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,N.A.,N,N,N,3,207.8,76.621,110.228,,15.24,97.572,21461.1214,,5546.361,,0.169100619,6990,
N,N,Company 297,297,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,44,6.583,15.042,3.546,,16.14,3.037,17587.8624,,5549.826,,0.212693980,8956,
N,N,Company 458,458,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Technology,Software & Tech Services,Software,Infrastructure Software,N.A.,N,N,N,6,1.96,31.031,1.01,,12.42,0.95,12464.1693,,2736.285,,0.252887917,7907,
N,N,Company 1129,1129,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,9,10.478,27.482,5.109,,16.41,5.369,25134.2408,,4308.04,,0.101298819,3491,
N,N,Company 509,509,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Technology,Software & Tech Services,Technology Services,Information Services,N.A.,N,N,N,13,25.369,20.243,13.274,,15.14,12.095,30525.5575,,12694.894,,0.201602116,7585,
N,N,Company 599,599,Argentina,01-Jan-19,N,N,Y,N,2019,N,Y,N,Technology,Software & Tech Services,Technology Services,Information Services,N.A.,N,N,N,20,10.409,15.553,5.377,,11.58,5.032,21276.0435,,19046.677,,0.183513135,7010,
N,N,Company 249,249,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Communications,Media,Cable & Satellite,Cable & Satellite,N.A.,N,N,N,5,23.018,41.487,11.915,,13.92,11.103,13137.1164,,2667.505,,0.534647386,9260,
N,N,Company 309,309,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Consumer Discretionary,Retail & Whsle - Discretionary,E-Commerce Discretionary,Specialty Online Retailers,N.A.,N,N,N,2,33.072,9.653,17.015,,15.93,16.057,35776.8954,,10669.263,,0.172048548,8884,
N,N,Company 568,568,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,N.A.,N,N,N,14,18.349,191.666,8.748,,15.81,9.601,10854.1219,,15598.109,,0.207116282,7206,
N,N,Company 1458,1458,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Energy,Oil & Gas,Oil & Gas Producers,Exploration & Production,N.A.,N,N,N,14,190.687,308.972,88.525,,11.47,102.162,10242.2452,,106.906,,0,1294,
N,N,Company 468,468,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Financials,Banking,Banking,Banks,N.A.,N,N,N,11,8.704,7.577,4.553,,15.81,4.151,8712.4899,,2891.026,,0.236505276,7845,
N,N,Company 557,557,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Financials,Financial Services,Specialty Finance,Mortgage Finance,N.A.,N,N,N,2,29.192,4.651,15.419,,15.59,13.773,15978.7868,,25781.502,,0.176846268,7280,
N,N,Company 718,718,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,3,17.935,118811.872,9.335,,18.05,8.6,2990.9612,,157.353,,0.118403863,6219,
N,N,Company 1067,1067,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Health Care,Health Care,Biotech & Pharma,Biotech,N.A.,N,N,N,6,9.298,33.576,4.522,,17.43,4.776,13834.7297,,756.508,,0.141994888,3894,
N,N,Company 1138,1138,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Medical Devices,N.A.,N,N,N,10,4.773,22.918,2.398,,14.37,2.375,11178.4896,,2852.564,,0.299286554,3436,
N,N,Company 372,372,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Health Care Supplies,N.A.,N,N,N,39,79.792,117.91,43.741,,15.63,36.051,21089.8667,,11513.575,,0.239233214,8461,
N,N,Company 602,602,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,N.A.,N,N,N,4,240.532,58.44,117.818,,16.27,122.714,24583.3519,,6367.972,,0.160753797,6989,
N,N,Company 727,727,Estonia,01-Jan-20,N,N,Y,N,2020,N,Y,N,Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,N.A.,N,N,N,4,1157.937,1233.117,558.42,,15.23,599.517,10194.1518,,183.648,,0.249743781,6159,
N,N,Company 447,447,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Technology,Software & Tech Services,Software,Application Software,N.A.,N,N,N,10,4.135,12.105,1.964,,14.59,2.171,62871.3479,,4027.981,,0.206852239,7973,
N,N,Company 458,458,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Technology,Software & Tech Services,Software,Infrastructure Software,N.A.,N,N,N,6,1.917,21.971,0.98,,17.59,0.937,13100.7414,,2829.197,,0.298258333,7906,
N,N,Company 977,977,Argentina,01-Jan-20,N,N,Y,N,2020,N,Y,N,Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Mfg,N.A.,N,N,N,37,103.478,107.662,52.414,,13.91,51.064,9248.2099,,5183.928,,0.226836336,4495,
N,N,Company 1259,1259,Hungary,01-Jan-15,Y,N,Y,N,2015,N,Y,N,Consumer Staples,Consumer Staple Products,Food,Packaged Food,N.A.,N,N,N,22,835.766,77.482,400.038,,19.51,435.728,13191.5143,,12876.063,,0.227240821,2626,
N,N,Company 409,409,Argentina,01-Jan-15,Y,N,Y,N,2015,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,N.A.,N,N,N,13,151.532,113.929,77.507,,13.61,74.025,215929.6733,,93022.955,,0.154879608,8226,
N,N,Company 777,777,Argentina,01-Jan-15,Y,N,Y,N,2015,N,Y,N,Industrials,Industrial Services,Transportation & Logistics,Trucking,N.A.,N,N,N,7,6429.532,599.897,3349.401,,17.64,3080.131,16998.0875,,19614.387,,0.117468531,5829,
N,N,Company 1127,1127,Austria,01-Jan-16,Y,N,Y,N,2016,N,Y,N,Financials,Financial Services,Asset Management,Private Equity,N.A.,N,N,N,12,2.979,2.671,1.571,,20.76,1.408,37752.2198,,968.83,,0.175862771,3508,
N,N,Company 409,409,Argentina,01-Jan-16,Y,N,Y,N,2016,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,N.A.,N,N,N,14,134.137,73.772,70.454,,15.33,63.683,260662.2417,,64772.716,,0.134717750,8225,
N,N,Company 777,777,Argentina,01-Jan-16,Y,N,Y,N,2016,N,Y,N,Industrials,Industrial Services,Transportation & Logistics,Trucking,N.A.,N,N,N,10,6550.656,465.244,3517.706,,14.84,3032.95,18303.4614,,19073.07,,0.134431432,5828,
N,N,Company 409,409,Argentina,01-Jan-17,Y,N,Y,N,2017,N,Y,N,Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,N.A.,N,N,N,14,137.269,55.165,67.693,,17.84,69.576,256680.4816,,60265.552,,0.160558701,8224,
N,N,Company 887,887,Argentina,01-Jan-14,N,N,Y,N,2014,N,Y,N,Financials,Insurance,Insurance,P&C Insurance,N.A.,Y,N,N,N.A.,56.135,9.49,28.228,,17.56,27.907,14609.137,,16719.811,,0.067246184,5099,
